user_id	item_id	time
1319	12020	1
1763	192	1
211	535	1
291	4533	1
1483	334	1
1505	6412	1
360	1324	1
436	689	1
84	2002	1
1131	1126	1
1848	193	1
663	7801	1
1063	5028	1
1120	7808	1
422	5809	1
469	710	1
1098	6916	1
39	268	1
487	3893	1
1706	195	1
1276	765	1
999	821	1
1192	5542	1
1863	3031	1
742	2742	1
1832	9912	1
1368	385	1
1456	7215	1
569	2693	1
192	301	1
537	6765	1
814	5421	1
477	376	1
292	2823	1
1051	100	1
461	526	1
1437	436	1
1091	1723	1
1547	13312	1
782	397	1
521	562	1
1166	1004	1
1497	6546	1
1835	106	1
846	1368	1
1721	2149	1
226	224	1
216	605	1
56	1396	1
1517	449	1
376	765	1
564	7057	1
896	5116	1
72	1719	1
318	1593	1
685	7992	1
1150	1002	1
232	3860	1
894	115	1
671	7858	1
1038	10288	1
1145	229	1
1147	477	1
1787	207	1
118	2560	1
792	944	1
1755	1681	1
1695	794	1
246	790	1
432	5913	1
986	1365	1
1768	144	1
1104	762	1
315	1935	1
276	880	1
483	6360	1
25	782	1
1157	354	1
1609	244	1
1315	3832	1
1805	541	1
1869	2379	1
799	354	1
1887	2162	1
1372	1376	1
608	1623	1
292	3142	1
529	821	1
970	7233	1
334	17	1
144	941	1
428	5856	1
486	11	1
628	148	1
1147	1762	1
243	2443	1
1326	489	1
1550	193	1
1888	901	1
466	1491	1
1252	11693	1
1503	13084	1
678	7941	1
1811	677	1
1293	89	1
1194	254	1
1166	11206	1
71	86	1
1178	229	1
933	540	1
197	849	1
1240	366	1
710	2373	1
321	1109	1
110	2449	1
1592	229	1
229	765	1
1808	303	1
806	319	1
499	1157	1
73	1627	1
602	7316	1
820	1342	1
1202	1529	1
1564	933	1
369	112	1
409	5408	1
1544	394	1
1046	115	1
297	2166	1
463	672	1
1416	998	1
307	222	1
1403	1606	1
851	940	1
1749	14612	1
1729	810	1
1253	305	1
247	871	1
1353	12292	1
671	307	1
1189	11284	1
955	207	1
795	2157	1
192	3431	1
146	2835	1
1886	876	1
300	227	1
80	941	1
1660	9026	1
1237	11611	1
768	453	1
508	2806	1
463	6148	1
462	6145	1
101	2259	1
892	5789	1
1868	757	1
1034	689	1
554	733	1
793	1757	1
619	356	1
1813	14968	1
1415	244	1
1567	196	1
742	8349	1
703	226	1
491	6405	1
659	2119	1
327	689	1
1855	15180	1
1264	13	1
1118	10909	1
722	110	1
1325	120	1
1431	253	1
591	7227	1
652	225	1
691	1116	1
312	198	1
626	418	1
922	128	1
1817	399	1
1059	110	1
1213	3376	1
1020	10158	1
1698	5051	1
1523	821	1
1254	310	1
112	1533	1
1835	3612	1
1411	30	1
1776	672	1
1105	749	1
704	603	1
278	191	1
1255	83	1
1152	518	1
438	229	1
372	1139	1
1767	1658	1
852	5207	1
698	397	1
1605	170	1
345	5082	1
1472	2020	1
445	244	1
1239	2009	1
554	717	1
1443	670	1
1734	13126	1
13	470	1
46	229	1
192	2383	1
895	5525	1
150	1103	1
513	879	1
1463	12821	1
412	106	1
59	1490	1
1298	3932	1
464	192	1
1740	2733	1
1429	4443	1
1722	144	1
1231	5865	1
1526	13191	1
616	4824	1
234	2902	1
389	1580	1
187	376	1
484	605	1
744	333	1
769	1379	1
1299	312	1
430	1703	1
2	111	1
1573	3178	1
407	2801	1
1187	3061	1
1047	2954	1
798	208	1
636	2157	1
1048	10368	1
1806	860	1
1649	1661	1
1774	143	1
1826	356	1
1515	2678	1
1779	700	1
1392	267	1
1826	1908	1
1369	376	1
97	2028	1
722	3679	1
745	468	1
1054	1409	1
606	1146	1
174	11	1
1551	13393	1
992	8855	1
214	193	1
482	17	1
11	388	1
903	4440	1
1760	550	1
765	874	1
920	9645	1
492	3855	1
759	8524	1
934	1145	1
1395	3743	1
1077	2572	1
287	620	1
248	2451	1
322	4	1
1856	146	1
1158	1126	1
1158	386	1
1355	6061	1
1512	8591	1
1767	5196	1
683	3385	1
566	321	1
819	4558	1
299	889	1
1447	605	1
609	2174	1
1082	1654	1
1836	748	1
1305	1578	1
585	128	1
1745	6774	1
1188	1581	1
308	605	1
671	1592	1
932	148	1
1251	219	1
1009	1126	1
677	667	1
742	428	1
361	2465	1
1409	89	1
1580	80	1
59	112	1
1342	199	1
1739	891	1
435	5961	1
1634	521	1
1766	2800	1
394	5503	1
53	1260	1
407	193	1
1658	745	1
838	194	1
1242	145	1
446	6047	1
1478	4343	1
1393	988	1
1031	824	1
513	6542	1
1829	1342	1
1548	9077	1
1274	1110	1
1262	336	1
582	127	1
25	773	1
103	2306	1
397	100	1
810	8864	1
1836	686	1
427	2318	1
761	161	1
776	30	1
335	755	1
668	880	1
717	1633	1
1740	2872	1
751	8482	1
299	3352	1
637	1186	1
1627	129	1
1776	14744	1
1402	884	1
836	1799	1
1886	319	1
1576	537	1
1283	141	1
427	2209	1
341	4383	1
1287	1099	1
1166	4142	1
362	605	1
1844	15117	1
1665	13940	1
1701	3670	1
425	372	1
1388	12460	1
1220	5985	1
1658	713	1
1796	562	1
708	798	1
937	143	1
1859	15196	1
792	3017	1
958	2220	1
164	740	1
709	2380	1
1518	3142	1
767	729	1
742	450	1
1416	2803	1
1458	143	1
1211	11439	1
1862	988	1
385	230	1
342	4280	1
638	605	1
650	703	1
1380	1578	1
946	1446	1
1250	1796	1
1545	330	1
1074	2730	1
768	129	1
1478	3258	1
237	1486	1
1119	17	1
492	1190	1
440	619	1
1269	2789	1
1699	1958	1
591	1115	1
697	83	1
1210	143	1
1415	704	1
1223	10157	1
1837	267	1
1316	1185	1
1135	1110	1
1487	356	1
1880	340	1
1744	1229	1
271	4279	1
1666	13980	1
1410	863	1
1629	354	1
414	5724	1
1109	144	1
499	354	1
44	700	1
825	8966	1
637	7141	1
1664	996	1
1857	1201	1
994	3500	1
1533	668	1
219	267	1
473	6230	1
472	5918	1
1636	700	1
1173	202	1
111	86	1
10	382	1
1524	13164	1
722	381	1
921	9654	1
1359	3026	1
1406	12520	1
138	113	1
959	3901	1
167	1153	1
781	8708	1
1073	10584	1
467	6159	1
1856	477	1
1141	11070	1
1756	138	1
924	5244	1
1228	2096	1
1800	362	1
84	2000	1
1720	334	1
19	627	1
373	3031	1
559	548	1
1510	4010	1
562	3849	1
1640	238	1
1585	3690	1
1632	244	1
91	2117	1
1259	11730	1
69	1668	1
1369	83	1
1395	141	1
611	118	1
1035	808	1
1426	133	1
1215	400	1
1196	2845	1
932	338	1
1496	2829	1
1346	8313	1
422	5808	1
1119	7246	1
1362	4537	1
530	3887	1
99	1231	1
1776	5221	1
586	192	1
1041	5776	1
666	295	1
333	4862	1
990	9989	1
1266	365	1
348	661	1
708	376	1
36	1004	1
1784	651	1
548	6895	1
421	17	1
1410	12541	1
1476	12894	1
110	1340	1
267	4238	1
1799	226	1
1365	5125	1
953	999	1
108	672	1
1348	90	1
67	728	1
463	844	1
807	204	1
540	5147	1
357	1160	1
1840	120	1
1263	3883	1
428	127	1
1707	1126	1
1660	1472	1
949	7044	1
1175	1774	1
1506	1125	1
348	2327	1
1182	3881	1
1847	31	1
1877	809	1
1583	1103	1
918	8194	1
612	2378	1
1338	3531	1
1168	318	1
854	9153	1
1411	526	1
116	2523	1
1099	1146	1
1321	1639	1
1349	877	1
57	1415	1
74	1769	1
1587	700	1
1251	202	1
454	6101	1
1080	10611	1
1159	1108	1
1680	230	1
1414	6000	1
1760	193	1
1808	1342	1
1298	1447	1
1674	5531	1
1743	14555	1
1454	3	1
1322	219	1
244	4018	1
1068	7597	1
1158	790	1
1816	366	1
1134	518	1
23	721	1
852	5006	1
727	685	1
831	4477	1
25	804	1
1359	7131	1
340	623	1
1632	193	1
1370	240	1
1626	4209	1
1333	748	1
1794	1473	1
320	4804	1
572	7113	1
234	605	1
570	762	1
747	8440	1
1020	5089	1
1308	11517	1
1750	113	1
1543	10627	1
78	469	1
1621	13724	1
429	4408	1
320	2329	1
424	2822	1
1602	13649	1
1684	3401	1
869	976	1
1868	365	1
844	309	1
790	265	1
864	5070	1
1085	540	1
212	201	1
1678	994	1
1315	268	1
1877	811	1
78	1896	1
10	354	1
541	4582	1
1669	381	1
903	37	1
147	2857	1
533	338	1
1763	365	1
467	2238	1
1120	0	1
334	4928	1
338	2655	1
754	229	1
1077	388	1
266	205	1
88	2072	1
579	318	1
604	145	1
22	31	1
391	189	1
677	926	1
1540	2054	1
1277	4865	1
1582	1586	1
1202	8531	1
121	2592	1
858	9188	1
646	457	1
256	2981	1
129	191	1
778	115	1
908	5366	1
1452	386	1
1065	162	1
697	418	1
1052	2093	1
1410	127	1
464	609	1
1885	538	1
1832	450	1
1632	13	1
799	229	1
852	5116	1
895	879	1
641	2104	1
662	7795	1
209	680	1
643	7639	1
1720	2678	1
1403	1518	1
1575	2310	1
1680	1661	1
1006	5317	1
180	657	1
572	7100	1
225	372	1
193	1484	1
1747	2803	1
190	3380	1
635	354	1
1848	2345	1
1591	1799	1
1763	6655	1
1282	224	1
817	365	1
388	5444	1
1341	10749	1
1851	3552	1
1526	13190	1
909	207	1
668	83	1
1458	448	1
1316	659	1
1573	13474	1
1803	14913	1
426	538	1
142	87	1
485	6369	1
1593	215	1
210	3644	1
782	1825	1
1532	563	1
1281	2133	1
1114	10061	1
1739	249	1
341	3870	1
1154	2319	1
447	403	1
1402	143	1
363	1368	1
1390	36	1
892	3389	1
876	608	1
1579	4766	1
1440	5012	1
619	268	1
989	839	1
894	836	1
105	261	1
1129	684	1
1204	353	1
597	3743	1
1470	386	1
1061	1234	1
1019	137	1
1852	238	1
1376	12419	1
935	198	1
1882	15307	1
1191	11320	1
1774	86	1
1246	295	1
62	1535	1
482	387	1
554	745	1
492	6411	1
734	357	1
925	370	1
1307	870	1
424	5824	1
1233	1220	1
808	3301	1
1214	1142	1
446	3416	1
148	2872	1
370	131	1
73	1756	1
1157	137	1
591	4097	1
331	198	1
310	204	1
192	1250	1
1451	824	1
186	888	1
207	1234	1
1048	3555	1
219	182	1
753	400	1
1388	607	1
1714	193	1
1779	198	1
368	874	1
1369	139	1
1575	9509	1
1874	1228	1
328	825	1
1432	135	1
1432	3600	1
907	958	1
563	7019	1
1214	11461	1
883	9386	1
920	3674	1
1379	12429	1
1716	14361	1
393	353	1
288	193	1
287	4480	1
1530	404	1
733	17	1
1185	193	1
129	2666	1
836	945	1
1389	3062	1
215	1729	1
206	3607	1
1122	338	1
897	984	1
1602	13651	1
114	267	1
1752	31	1
754	215	1
749	403	1
1845	15133	1
1153	141	1
204	3576	1
1274	240	1
1681	9787	1
1113	4607	1
838	225	1
259	4142	1
1681	4176	1
475	6275	1
1013	3840	1
700	1186	1
1857	1535	1
635	1143	1
1103	10785	1
798	1712	1
480	942	1
1821	138	1
300	4625	1
786	2783	1
310	13	1
679	874	1
375	842	1
1797	861	1
1379	2388	1
979	459	1
566	7067	1
1166	1012	1
946	2840	1
183	3137	1
799	811	1
820	83	1
1358	847	1
647	7674	1
913	9589	1
1429	4167	1
619	7504	1
378	5359	1
1775	14726	1
653	338	1
199	3509	1
644	1143	1
1347	703	1
1140	11059	1
158	992	1
560	2576	1
354	162	1
38	651	1
1341	714	1
566	3714	1
1364	17	1
889	537	1
311	127	1
1454	277	1
180	0	1
705	1985	1
435	5923	1
514	31	1
1386	12453	1
657	7750	1
1314	213	1
1002	8	1
1683	0	1
1570	951	1
741	649	1
103	1013	1
733	1229	1
1514	1445	1
1838	3611	1
1639	162	1
704	143	1
1778	931	1
240	225	1
638	376	1
1485	367	1
1103	3500	1
1566	1713	1
822	1969	1
477	3010	1
835	9024	1
770	777	1
1543	898	1
929	386	1
362	216	1
1639	702	1
1719	215	1
1218	24	1
1313	2451	1
114	2494	1
1474	1234	1
210	3636	1
1429	2461	1
1176	223	1
1839	2386	1
1881	8023	1
117	2548	1
1484	4	1
1824	3026	1
1359	862	1
1698	572	1
244	742	1
619	338	1
1200	804	1
1722	143	1
1757	227	1
231	799	1
140	605	1
873	9021	1
1563	1661	1
591	3026	1
1623	1344	1
1751	864	1
469	237	1
1029	1125	1
1385	12450	1
951	365	1
42	1165	1
731	8292	1
653	809	1
1814	230	1
810	436	1
1865	605	1
109	2408	1
1014	2174	1
469	192	1
291	1631	1
910	9559	1
801	1937	1
470	999	1
1266	765	1
1779	748	1
1265	4181	1
7	258	1
1462	12798	1
245	22	1
488	6394	1
680	1968	1
1884	15329	1
1012	1937	1
234	1171	1
1749	1016	1
1156	11138	1
1438	12661	1
1341	1024	1
953	222	1
1513	454	1
1029	553	1
464	223	1
1807	694	1
761	8560	1
675	7889	1
1840	532	1
939	4884	1
1280	7934	1
1764	14671	1
1568	944	1
1249	301	1
601	13	1
802	4065	1
734	8307	1
1349	12213	1
639	198	1
1706	602	1
1441	2178	1
1369	3163	1
1732	672	1
1545	602	1
1193	825	1
945	280	1
1580	310	1
1072	1465	1
109	2407	1
1674	448	1
1838	1359	1
1232	609	1
1388	12461	1
1213	1495	1
143	31	1
1462	4163	1
1329	1606	1
639	1176	1
648	7684	1
1570	4501	1
925	708	1
992	1120	1
1723	1846	1
1715	249	1
1636	13801	1
927	210	1
486	110	1
943	426	1
503	1664	1
113	901	1
1458	572	1
656	829	1
599	1880	1
1175	626	1
594	7257	1
1403	9213	1
449	1727	1
1765	6401	1
251	1681	1
182	227	1
672	702	1
151	705	1
1019	1553	1
185	3327	1
752	312	1
34	265	1
1461	886	1
1275	762	1
786	5028	1
1639	6667	1
738	1181	1
821	1938	1
625	207	1
50	393	1
380	21	1
1509	6081	1
747	8429	1
1865	240	1
175	350	1
1373	127	1
1107	7181	1
1882	1154	1
122	1670	1
1684	5348	1
164	336	1
28	853	1
209	1564	1
1759	86	1
514	128	1
1018	6655	1
1534	1534	1
466	651	1
1530	13216	1
996	262	1
128	2657	1
1715	83	1
897	9459	1
1574	561	1
33	949	1
464	394	1
1888	15374	1
1077	1187	1
1516	229	1
162	556	1
744	8393	1
681	354	1
360	5197	1
1078	748	1
1394	548	1
873	6058	1
492	4285	1
1719	1002	1
905	83	1
402	1370	1
1647	13867	1
535	4581	1
786	8755	1
617	222	1
1134	227	1
82	1251	1
522	6651	1
501	191	1
1857	204	1
1766	1763	1
1550	210	1
939	229	1
1046	10354	1
1180	37	1
594	7263	1
1496	602	1
838	338	1
648	267	1
142	2804	1
1486	301	1
472	98	1
10	113	1
1520	124	1
642	773	1
1478	237	1
1595	1681	1
1582	2262	1
170	3115	1
1303	1717	1
1721	215	1
1822	15012	1
1545	388	1
1375	12415	1
1235	202	1
1091	204	1
1545	223	1
79	1903	1
21	191	1
668	3025	1
1185	189	1
51	16	1
336	4951	1
1345	268	1
269	1383	1
1209	3063	1
581	456	1
910	471	1
1677	14064	1
953	204	1
1567	997	1
295	1498	1
1520	4921	1
611	7426	1
669	2892	1
167	3080	1
1177	238	1
1473	6442	1
18	201	1
553	1339	1
1187	3285	1
1481	854	1
1231	1614	1
398	400	1
596	449	1
761	1337	1
1432	644	1
1658	558	1
1181	115	1
1067	7	1
427	1768	1
1454	1658	1
579	3010	1
208	2902	1
797	2901	1
1467	12848	1
1830	2996	1
1001	5519	1
725	8257	1
1001	842	1
1312	334	1
800	3025	1
1721	394	1
1286	880	1
910	9560	1
1287	540	1
1079	700	1
1865	3832	1
437	1002	1
388	5436	1
607	312	1
1263	1657	1
1534	2331	1
354	1145	1
941	658	1
549	187	1
1094	2095	1
963	9849	1
1160	1300	1
165	2144	1
591	391	1
347	80	1
1341	1491	1
237	880	1
1708	4091	1
855	463	1
839	131	1
915	617	1
1231	11572	1
1068	740	1
179	3230	1
1566	627	1
156	1822	1
443	127	1
1535	10863	1
679	31	1
327	2771	1
1700	1614	1
270	4271	1
1762	191	1
1848	31	1
1351	3170	1
317	161	1
272	1386	1
1733	2013	1
126	2105	1
1183	1176	1
1002	399	1
996	3398	1
572	583	1
1218	11502	1
47	747	1
760	755	1
364	143	1
858	1109	1
1401	207	1
298	4599	1
990	453	1
983	540	1
1443	1400	1
1354	1806	1
423	940	1
826	8979	1
171	3135	1
976	127	1
1527	1143	1
1298	11933	1
532	2994	1
942	9726	1
459	747	1
1601	201	1
547	6885	1
766	2324	1
993	628	1
15	530	1
1326	396	1
1873	411	1
113	728	1
936	9689	1
338	388	1
524	6685	1
476	6301	1
1193	13	1
997	203	1
152	1297	1
1413	2500	1
292	338	1
598	4483	1
1781	14763	1
1750	880	1
1719	84	1
1108	3059	1
1514	956	1
656	372	1
282	142	1
1629	516	1
1810	230	1
699	8096	1
1428	1136	1
1609	202	1
253	240	1
1200	7607	1
686	898	1
616	7492	1
528	3062	1
1591	3102	1
1790	1405	1
1214	2872	1
1151	11116	1
357	994	1
1114	15	1
297	725	1
1067	1713	1
1032	131	1
864	308	1
1231	11566	1
695	4139	1
1661	1094	1
898	922	1
441	6005	1
15	531	1
220	369	1
1395	541	1
446	3892	1
1746	8426	1
1103	10779	1
521	6640	1
14	500	1
1469	4886	1
931	2576	1
1374	864	1
1734	954	1
1385	4134	1
1273	9935	1
921	1398	1
509	1103	1
732	244	1
1757	80	1
671	131	1
887	9185	1
107	541	1
587	7200	1
87	1557	1
1465	1935	1
1442	404	1
57	1444	1
493	6436	1
1261	11740	1
1443	17	1
670	1533	1
1685	9279	1
550	365	1
1405	267	1
67	1643	1
382	3564	1
1146	2480	1
243	3337	1
881	5087	1
645	7653	1
1293	80	1
558	925	1
428	912	1
669	558	1
1506	319	1
447	191	1
1197	11341	1
1188	11274	1
1465	1870	1
1422	1231	1
305	4665	1
1678	7322	1
1885	7936	1
1728	1868	1
1568	4142	1
732	8299	1
1425	12614	1
666	2010	1
1476	143	1
240	207	1
1292	2172	1
402	3043	1
281	193	1
239	3941	1
145	2829	1
192	864	1
1021	198	1
117	944	1
1140	8135	1
1495	137	1
809	246	1
255	910	1
1239	145	1
866	213	1
1545	240	1
920	9642	1
1432	524	1
1124	10965	1
290	31	1
1489	12986	1
87	319	1
1642	8724	1
357	4159	1
1509	664	1
741	2426	1
516	1308	1
876	98	1
668	4	1
1502	4826	1
1140	11062	1
1537	5292	1
1592	113	1
422	1669	1
1752	14620	1
137	813	1
19	633	1
1579	10117	1
1429	1100	1
159	3017	1
1208	10632	1
82	1252	1
862	366	1
903	197	1
160	80	1
1173	817	1
1801	10087	1
424	1002	1
1832	3138	1
869	4826	1
862	267	1
1660	13921	1
187	821	1
1383	392	1
247	2461	1
1502	860	1
1606	112	1
1403	9216	1
1775	14721	1
1623	5524	1
434	338	1
94	267	1
1118	10904	1
424	4075	1
1695	104	1
1695	192	1
858	3863	1
31	301	1
251	1187	1
985	2811	1
918	9621	1
226	3796	1
1008	605	1
701	376	1
1588	535	1
1671	10191	1
1257	11718	1
340	5001	1
764	8586	1
1473	702	1
1045	3979	1
528	129	1
1824	9295	1
335	836	1
909	609	1
423	90	1
1322	354	1
394	793	1
1253	2142	1
1358	1667	1
